roll_call,bill_id,bill_raw,name,bioguide_id,party,state,vote,description,question,,,,,,
19,hr187,H R 187,Turner (OH),T000463,R,OH,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Turner (TX),T000489,D,TX,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Underwood,U000040,D,IL,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Valadao,V000129,R,CA,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Van Drew,V000133,R,NJ,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Van Duyne,V000134,R,TX,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Van Orden,V000135,R,WI,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Vargas,V000130,D,CA,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Vasquez,V000136,D,NM,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Veasey,V000131,D,TX,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Velázquez,V000081,D,NY,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Vindman,V000138,D,VA,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Wagner,W000812,R,MO,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Walberg,W000798,R,MI,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Wasserman Schultz,W000797,D,FL,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Waters,W000187,D,CA,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Watson Coleman,W000822,D,NJ,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Weber (TX),W000814,R,TX,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Webster (FL),W000806,R,FL,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Westerman,W000821,R,AR,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Whitesides,W000830,D,CA,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Wied,W000829,R,WI,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Williams (GA),W000788,D,GA,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Williams (TX),W000816,R,TX,Not Voting,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Wilson (FL),W000808,D,FL,Not Voting,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Wilson (SC),W000795,R,SC,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Wittman,W000804,R,VA,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Womack,W000809,R,AR,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Yakym,Y000067,R,IN,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
19,hr187,H R 187,Zinke,Z000018,R,MT,Yea,MAPWaters Act,"On Motion to Suspend the Rules and Pass, as Amended",,,,,,
22,hr165,H R 165,Adams,A000370,D,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Aderholt,A000055,R,AL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Aguilar,A000371,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Alford,A000379,R,MO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Allen,A000372,R,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Amo,A000380,D,RI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Amodei (NV),A000369,R,NV,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Ansari,A000381,D,AZ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Arrington,A000375,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Auchincloss,A000148,D,MA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Babin,B001291,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bacon,B001298,R,NE,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Baird,B001307,R,IN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Balderson,B001306,R,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Balint,B001318,D,VT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Barr,B001282,R,KY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Barragán,B001300,D,CA,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Barrett,B001321,R,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Baumgartner,B001322,R,WA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bean (FL),B001314,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Beatty,B001281,D,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Begich,B001323,R,AK,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bell,B001324,D,MO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bentz,B000668,R,OR,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bera,B001287,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bergman,B001301,R,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Beyer,B001292,D,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bice,B000740,R,OK,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Biggs (AZ),B001302,R,AZ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Biggs (SC),B001325,R,SC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bilirakis,B001257,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bishop,B000490,D,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Boebert,B000825,R,CO,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bonamici,B001278,D,OR,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bost,B001295,R,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Boyle (PA),B001296,D,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Brecheen,B001317,R,OK,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bresnahan,B001327,R,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Brown,B001313,D,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Brownley,B001285,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Buchanan,B001260,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Budzinski,B001315,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Burchett,B001309,R,TN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Burlison,B001316,R,MO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Bynum,B001326,D,OR,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Calvert,C000059,R,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Cammack,C001039,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Carbajal,C001112,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Carey,C001126,R,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Carson,C001072,D,IN,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Carter (GA),C001103,R,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Carter (LA),C001125,D,LA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Carter (TX),C001051,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Casar,C001131,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Case,C001055,D,HI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Casten,C001117,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Castor (FL),C001066,D,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Castro (TX),C001091,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Cherfilus-McCormick,C001127,D,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Chu,C001080,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Ciscomani,C001133,R,AZ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Cisneros,C001123,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Clark (MA),C001101,D,MA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Clarke (NY),C001067,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Cleaver,C001061,D,MO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Cline,C001118,R,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Cloud,C001115,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Clyburn,C000537,D,SC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Clyde,C001116,R,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Cohen,C001068,D,TN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Cole,C001053,R,OK,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Collins,C001129,R,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Comer,C001108,R,KY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Conaway,C001136,D,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Connolly,C001078,D,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Correa,C001110,D,CA,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Costa,C001059,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Courtney,C001069,D,CT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Craig,C001119,D,MN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Crane,C001132,R,AZ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Crank,C001137,R,CO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Crawford,C001087,R,AR,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Crenshaw,C001120,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Crockett,C001130,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Crow,C001121,D,CO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Cuellar,C001063,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Davids (KS),D000629,D,KS,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Davidson,D000626,R,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Davis (IL),D000096,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Davis (NC),D000230,D,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,De La Cruz,D000594,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Dean (PA),D000631,D,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,DeGette,D000197,D,CO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,DeLauro,D000216,D,CT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,DelBene,D000617,D,WA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Deluzio,D000530,D,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,DeSaulnier,D000623,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,DesJarlais,D000616,R,TN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Dexter,D000635,D,OR,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Diaz-Balart,D000600,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Dingell,D000624,D,MI,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Doggett,D000399,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Donalds,D000032,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Downing,D000634,R,MT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Dunn (FL),D000628,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Edwards,E000246,R,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Elfreth,E000301,D,MD,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Ellzey,E000071,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Emmer,E000294,R,MN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Escobar,E000299,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Espaillat,E000297,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Estes,E000298,R,KS,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Evans (CO),E000300,R,CO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Evans (PA),E000296,D,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Ezell,E000235,R,MS,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fallon,F000246,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fedorchak,F000482,R,ND,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Feenstra,F000446,R,IA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fields,F000110,D,LA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Figures,F000481,D,AL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Finstad,F000475,R,MN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fischbach,F000470,R,MN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fitzgerald,F000471,R,WI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fitzpatrick,F000466,R,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fleischmann,F000459,R,TN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fletcher,F000468,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Flood,F000474,R,NE,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fong,F000480,R,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Foster,F000454,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Foushee,F000477,D,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Foxx,F000450,R,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,"Frankel, Lois",F000462,D,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,"Franklin, Scott",F000472,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Friedman,F000483,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Frost,F000476,D,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fry,F000478,R,SC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Fulcher,F000469,R,ID,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Garamendi,G000559,D,CA,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Garbarino,G000597,R,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Garcia (CA),G000598,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,García (IL),G000586,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Garcia (TX),G000587,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Gill (TX),G000603,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Gillen,G000602,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Gimenez,G000593,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Golden (ME),G000592,D,ME,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Goldman (NY),G000599,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Goldman (TX),G000601,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Gomez,G000585,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,"Gonzales, Tony",G000594,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
